"text","cmp_code","eu_code"
"Ein gutes Land in dieser Zeit","H",NA
"Deutschland ist ein liebens- und lebenswertes Land, in dem man gut wohnen, arbeiten und leben kann:","601.1",NA
"Der großen Mehrheit unserer Bürgerinnen und Bürger ging es noch nie so gut wie heute.","601.1",NA
"Unsere Wirtschaft wächst.","601.1",NA
"Es gibt in Deutschland mehr Beschäftigung als je zuvor.","601.1",NA
"Die Zahl der Arbeitslosen ist auf dem tiefsten Stand seit 1991, die Arbeitslosenquote so gering, wie seit Jahrzehnten nicht mehr.","601.1",NA
"Auch junge Menschen finden wieder Ausbildung und Arbeit: Die Jugendarbeitslosigkeit ist die niedrigste in Europa.","601.1",NA
"Löhne und Renten sind deutlich gestiegen und steigen weiter.","601.1",NA
"Die sozialen Sicherungssysteme sind solide finanziert, wie seit Jahrzehnten nicht mehr.","601.1",NA
"Wir haben in Deutschland ein hohes Maß an innerer und äußerer Sicherheit.","601.1",NA
"Deshalb können wir frei und selbstbestimmt leben.","601.1",NA
"Diese Erfolge der unionsgeführten Bundesregierung kommen allen zugute, gerade auch den unteren und mittleren Einkommen.","503",NA
"Dennoch gibt es auch in Deutschland ungelöste Probleme und Menschen, denen wir helfen müssen, weil es ihnen weniger gut oder gar schlecht geht.","504",NA
"Das ist und bleibt unser Auftrag.","504",NA
"Deutschland ist ein stabiles Land.","601.1",NA
"Mit gefestigter Demokratie und funktionierender Rechtsstaatlichkeit.","601.1",NA
"Mit einer offenen Gesellschaft und einem hohen Maß an persönlichem Wohlergehen.","601.1",NA
"Mit Freiheit, innerer und äußerer Sicherheit, Wachstum und Wettbewerbsfähigkeit, sozialer Sicherheit, guter Bildung, leistungsfähiger Infrastruktur und intakter Umwelt.","601.1",NA
"Wir sind ein Land mit einer unverwechselbaren, starken Identität, das seinen Menschen auch in stürmischer Zeit Heimat und Halt bietet.","601.1",NA
"Das alles ist nicht selbstverständlich.","601.1",NA
"Es wurde und wird hart erarbeitet von den Bürgerinnen und Bürgern dieses Landes.","606.1",NA
"Es bedurfte einer großen politischen Kraftanstrengung, um die schöpferischen Kräfte unseres Landes und seine wirtschaftliche Dynamik neu zu entfalten.","410",NA
"Seit der gemeinsamen Umsetzung der Agenda 2010, seit der Übernahme der Regierungsverantwortung durch Bundeskanzlerin Angela Merkel und die Union, seit der großen Rentenreform von 2007 geht die Entwicklung unseres Landes in die richtige Richtung.","410",NA
"In den vergangenen vier Jahren ist das Vertrauen in den Standort Deutschland und in die Verlässlichkeit der wirtschaftlichen Rahmenbedingungen stetig und enorm gewachsen.","410",NA
"Deshalb stehen wir zu dem, was wir gemeinsam mit unseren Koalitionspartnern seit einem Jahrzehnt geschaffen und erreicht haben.","305.1",NA
"Eine Abkehr von unserer erfolgreichen Politik, eine Wende rückwärts zu den Fehlern der Vergangenheit wird es mit der Union nicht geben.","305.1",NA
"Heute leben wir im schönsten und besten Deutschland, das wir je hatten — trotz aller Krisen und Anfechtungen, die es anderswo gibt.","601.1",NA
"Die große Mehrheit der Menschen in Deutschland ist mit ihrer Lebenssituation zufrieden.","601.1",NA
"Viele Menschen identifizieren sich aus innerer Überzeugung mit diesem Land und bekennen sich zu seiner Zukunft.","601.1",NA
"Wir leben in Frieden und wirklicher Freundschaft mit allen unseren Nachbarn.","601.1",NA
"Weltweit wird Deutschland für vieles bewundert und anerkannt für das, was wir im eigenen Land geschaffen haben, und für die Werte, für die unser Land steht.","601.1",NA
"Und weltweit ist Deutschland ein gesuchter Partner, wenn es um die Lösung von Krisen und Konflikten und die Bewältigung globaler Herausforderungen geht.","601.1",NA
"Dies alles erfüllt uns mit Dankbarkeit, Freude und Stolz, und es gibt uns Kraft für die Herausforderungen der Zukunft.","601.1",NA
"In vielen Ländern gibt es Kriege und Krisen, Instabilität und Ungewissheit.","601.1",NA
"Menschenrechte werden mit Füßen getreten, Rechtsstaatlichkeit missachtet, Meinungs- und Pressefreiheit bedroht.","601.1",NA
"Millionen Menschen sind am Leben bedroht, auf der Flucht oder werden durch schlechte Politik um ihre Zukunft betrogen.","601.1",NA
"In Afrika, im Mittleren und Nahen Osten, in unserer europäischen Nachbarschaft und in Ländern, die lange als vorbildlich galten.","601.1",NA
"Die Welt scheint aus den Fugen geraten, die internationalen Unsicherheiten nehmen eher zu als ab.","601.1",NA
"Es ist Deutschlands Aufgabe, ein Stabilitätsanker in der Welt zu sein.","107",NA
"Die Union gewährleistet: Auf Deutschland und auf Europa kann man sich in diesen unruhigen Zeiten als Partner verlassen.","107",NA
"Deshalb dürfen wir nicht tatenlos zusehen, wenn unser Land von einigen Wenigen schlecht geredet und unter Wert verkauft wird: Von linken und rechten Populisten und radikalen Kräften, die unsere demokratischen Institutionen und unsere freie Presse diffamieren und versuchen, unser Land zu spalten.","601.1",NA
"Dagegen bedarf es des mutigen und aktiven Einstehens aller, die politische Verantwortung tragen.","606.1",NA
"Wir müssen Flagge zeigen für Demokratie, Freiheit, Menschenrechte, Rechtsstaat und Europa.","202.1",NA
"Über Parteigrenzen und parteipolitische Interessen hinweg.","202.1",NA
"CDU und CSU sind dazu bereit.","202.1",NA
"Gute Zukunft für morgen","H",NA
"Wir dürfen in unserer Anstrengung nicht nachlassen, dürfen uns auf dem heute Erreichten nicht ausruhen.","606.1",NA
"In einer Welt, die sich mit großer Geschwindigkeit verändert und ständig neue Herausforderungen schafft, muss es immer wieder neu erkämpft, verteidigt und ausgebaut werden.","606.1",NA
"Deutschland ist Teil der globalen Zusammenhänge und Entwicklungen.","107",NA
"Vieles, was in anderen Teilen der Welt stattfindet, hat Auswirkungen auch für uns.","107",NA
"Nur wenn wir frühzeitig und klug auf kommende Veränderungen reagieren, werden wir für unser Land das Beste schaffen.","303",NA
"Wir wollen, dass es Deutschland, unseren Kindern, Enkelkindern und uns selbst auch künftig gut geht.","601.1",NA
"Dafür stellen wir konsequent die Weichen:  Unser Wohlstand und unsere Lebensqualität hängen wesentlich vom stetigen und nachhaltigen Wachstum unserer Wirtschaft ab.","410",NA
"Sie muss international wettbewerbsfähig bleiben, ihre Fähigkeit zur Innovation ausbauen und ausreichend neue Arbeitsplätze schaffen.","410",NA
"Auch und gerade im digitalen Zeitalter und im Zeitalter der Globalisierung.","410",NA
"Klimaschutz und Schutz der natürlichen Lebensgrundlagen sind existenziell wichtig.","501",NA
"Weltweit wachsen Bevölkerung und Wohlstand.","416.2",NA
"Dadurch steigen der Verbrauch an Rohstoffen und der Ausstoß von CO2.","416.2",NA
"Wir müssen beweisen, dass intakte Umwelt, Wachstum und Wohlstand keine Gegensätze, sondern zwei Seiten derselben Medaille sind.","416.2",NA
"Deshalb geht Europa beim Klimaschutz und Umweltschutz voran, deshalb stehen wir zum weltweiten Klima-Abkommen von Paris.","416.2",NA
"Sicherheit und Stabilität sind Voraussetzung für jede Art von gutem Leben und wirtschaftlichen Erfolg.","410",NA
"CDU und CSU sind die Parteien der inneren Sicherheit.","605.1",NA
"Nur ein handlungsfähiger Staat kann für Freiheit","201.1",NA
"und Sicherheit sorgen.","605.1",NA
"Wir stehen hinter der Arbeit von Polizei, Nachrichtendiensten, Sicherheitsbehörden und der Bundeswehr.","605.1",NA
