"text","cmp_code","eu_code"
"Schauen wir nicht länger zu!","H",NA
"Wir sehen die Herausforderungen","H",NA
"Wir sehen, wie sich unsere Welt rasend schnell verändert.","000",NA
"Die Digitalisierung formt unsere Wirtschaft um.","411",NA
"Selbst gestandene Unternehmen aus Industrie und Finanzwesen drohen, den Anschluss zu verlieren.","411",NA
"Immer schnellere Medien konkurrieren um unsere Aufmerksamkeit.","411",NA
"Wir sehen, dass Kriege und schlechte Lebensbedingungen Millionen von Menschen weltweit in Bewegung setzen – viele von ihnen wollen zu uns kommen.","000",NA
"Die Finanzierung unserer sozialen Sicherungssysteme läuft aus dem Ruder.","000",NA
"Wir sehen, wie extreme Gruppen von Links und Rechts die politische Landschaft verändern.","202.1",NA
"Nationalisten machen gegen die Europäische Union mobil.","108",NA
"Islamistische Terroristen versuchen mit Gewalt, unsere tolerante Lebensweise zu vernichten.","202.1",NA
"Wir sehen, dass der Rechtsstaat und die Weltoffenheit unseres Landes wanken.","202.1",NA
"Dass vieles, das vor kurzem noch selbstverständlich war, plötzlich wieder zur Disposition steht.","202.1",NA
"Jeder von uns sieht das.","202.1",NA
"Jeden Tag.","202.1",NA
"Seit vielen Monaten, gar Jahren.","202.1",NA
"Jetzt ist der Zeitpunkt, an dem es nicht mehr reicht zuzuschauen.","606.1",NA
"Wir müssen etwas tun – schauen wir nicht länger zu!","606.1",NA
"Wir sehen die Chancen","H",NA
"Wir Freie Demokraten sehen nicht nur die Herausforderungen.","601.1",NA
"Vor allem sehen wir ein Land voller Kraft und Gestaltungswillen.","601.1",NA
"Ein Land, das platzt vor Ideen.","601.1",NA
"Ein Land voller brachliegender Potenziale.","601.1",NA
"Und wir sehen die Chancen, die in den Herausforderungen unserer Zeit stecken.","601.1",NA
"Möglichkeiten, die darauf warten, von uns beim Schopfe gepackt zu werden – wenn man sich nicht von Angst, sondern von „German Mut“ leiten lässt:","601.1",NA
"Die Individualisierung der Gesellschaft öffnet den Menschen vielfältige Lebenswege, für die wir sie durch beste Bildung stark machen wollen.","506",NA
"Die Digitalisierung ist eine gewaltige Chance für mehr Wohlstand, selbstbestimmteres Arbeiten und einen unkomplizierteren Staat.","411",NA
"Die starke Einwanderung nach Deutschland ist ein Anlass, endlich für ein vernünftiges Einwanderungsrecht","602.2",NA
"und klare Anforderungen für Integration zu sorgen.","608.2",NA
"In Zeiten von Rekordeinnahmen müssten Haushalte und soziale Sicherungssysteme für die Zukunft fit gemacht und die Bürger entlastet werden.","504",NA
"Wenn sich echte Lücken in unserer Sicherheitsarchitektur auftun, dann muss man sie punktgenau reparieren, statt mit Symbolpolitik alle Bürger unter Generalverdacht zu stellen.","605.1",NA
