"text","cmp_code","eu_code"
"A. EINLEITUNG","H",NA
"Liebe Bürgerinnen und Bürger,am 24. September ist Bundestagswahl.","000",NA
"Bevor wir Ihnen sagen, was wir vorhaben, haben wir eine Bitte an Sie: Diskutieren Sie mit, mischen Sie sich ein, gehen Sie wählen.","202.1",NA
"Treten Sie mit uns für die Werte ein, die unser Land und Europa stark und lebenswert gemacht haben, die uns weit über Partei- und Ländergrenzen hinweg verbinden: die Würde des Menschen,","201.1",NA
"Gerechtigkeit und Gleichberechtigung,","503",NA
"Freiheit und Demokratie.","201.1",NA
"Diese Werte schienen uns bis eben noch selbstverständlich.","503",NA
"Nun erleben wir, wie sie hierzulande, in Europa und vielen Teilen der Welt massiv infrage gestellt werden.","201.1",NA
"Radikaler Nationalismus kehrt zurück.","201.1",NA
"Die ökologische Krise spitzt sich zu.","501",NA
"Europa ist in sozialer und wirtschaftlicher Hinsicht tief gespalten.","503",NA
"Viele Menschen sind auf der Flucht vor Kriegen und Krisen.","201.2",NA
"Diese Bundestagswahl ist wichtig, vielleicht historisch.","202.1",NA
"Wir haben es gemeinsam in der Hand, jetzt eine bessere Zukunft zu gestalten.","202.1",NA
"Wir können so wirtschaften, dass Boden, Luft und Wasser sauber bleiben, dass wir die Grundlagen unseres Lebens auch für die kommenden Generationen erhalten.","416.2",NA
"Eine Gesellschaft ist möglich, in der alle Menschen am Wohlstand beteiligt sind, in der jede und jeder eine Chance bekommt und selbstbestimmt die eigenen Ziele verfolgt.","503",NA
"Wir wollen die Folgen des demografischen Wandels nicht dem Schicksal überlassen, sondern das Beste daraus machen: Vom generationengerechten Zusammenleben über die Entwicklung ländlicher Räume bis hin zum Strukturwandel in Großstädten sind Innovationen gefragt, nicht Fatalismus.","411",NA
"Wir können unseren Teil dazu beitragen, dass Fluchtursachen bekämpft werden und nicht die Flüchtenden.","107",NA
"Globalisierung und Digitalisierung sind keine Naturgewalten, die sich gegen den Menschen richten.","411",NA
"Sie können unser Leben besser machen, wenn wir international faire Regeln durchsetzen","107",NA
