"text","cmp_code","eu_code"
"KAPITEL 1","H",NA
"Verteidigung der Demokratie in Deutschland","H",NA
"1.1 Ohne Volkssouveränität keine Demokratie","H",NA
"Wir wollen Deutschland reformieren und an die Prinzipien und Wurzeln anknüpfen, die zu seinem jahrzehntelangen sozialen,","503",NA
"wirtschaftlichen","410",NA
"und gesellschaftlichen Erfolg geführt haben.","601.1",NA
"Die Rechtsstaatlichkeit muss wiederhergestellt werden,","203",NA
"und der Staat muss seine eigentlichen Kernaufgaben, insbesondere die Gewährleistung der inneren Sicherheit, wieder wahrnehmen.","605.1",NA
"Mit den Verträgen von Schengen, Maastricht und Lissabon wurde rechtswidrig in die unantastbare Volkssouveränität eingegriffen.","109",NA
"Ein Staat, der das Grenzregime und damit die Hoheit über sein Staatsgebiet aufgibt, löst sich auf.","109",NA
"Er verliert seine Eigenstaatlichkeit.","109",NA
"Auch in Deutschland wenden wir uns gegen Zentralismus, Gleichmacherei und Uniformität.","109",NA
"Denn wir stehen entschieden für Subsidiarität und Föderalismus.","109",NA
"Starke, eigenständige Bundesländer, Regionen und Kommunen in einem souveränen Deutschland entsprechen dem Ideal freier Völker und vielfältiger kultureller Identitäten.","301",NA
"Einheit in Vielfalt statt Selbstaufgabe im Kollektiv ist uns Ursprung und Ziel deutscher Selbstbestimmung.","607.1",NA
"Wir wollen den souveränen, demokratischen Nationaltaat erhalten!","109",NA
"Die AfD steht für die Freiheit und Selbstbestimmung der europäischen Nationen.","109",NA
"Das bedeutet, dass alle Nationen das Recht haben, sich in souveränen Staaten zu organisieren.","109",NA
"Als solche können sie völkerrechtliche Verbindungen eingehen und gemeinsame Interessen als Staatengemeinschaft wahrnehmen.","107",NA
"In Europa war dies über die Europäische Wirtschaftsgemeinschaft erfolgreich gelungen.","107",NA
"Der Versuch, über die Verträge von Maastricht (1992) und Lissabon (2008) einen „Staatenverbund“ zu schaffen, wie das Bundesverfassungsgericht diese vorbildlose Konstruktion nennt, muss als gescheitert betrachtet werden.","110",NA
"Stattdessen werden durch die EU, die den Anspruch erhebt, kontinentaler Staat zu werden, die existierenden, demokratischen Nationalstaaten in ihrer Funktion eingeschränkt bzw. dauerhaft zerstört.","110",NA
"Es gibt weder ein europäisches Staatsvolk, das für ein solches Vorhaben konstitutiv wäre, noch ist erkennbar, dass sich ein solches auf absehbare Zeit herausbildet.","110",NA
"Kulturen, Sprachen und nationale Identitäten sind durch Jahrhunderte dauernde geschichtliche Entwicklungen entstanden.","601.1",NA
"Sie stellen für ihre Angehörigen unverzichtbare Identifikationsräume dar, die nur in nationalen Staaten mit demokratischer Verfassung wirkungsvoll ausgestaltet werden können.","601.1",NA
"Nur hier kann Volkssouveränität gelebt werden, die Mutter und das Herzstück der Demokratie.","601.1",NA
"1.2 Zurückführung der Europäischen Union in einen Staatenbund souveräner Staaten","H",NA
"Das bestehende „Lissabon-Europa“ ist daher zurückzuführen zu einer Organisation von Staaten,","109",NA
"die auf der Basis völkerrechtlicher Verträge ihre Interessen und Aufgabenwahrnehmung definieren.","107",NA
"Nicht rückholbare Souveränitätsverzichte der Staaten dürfen mit einer solchen Konstruktion nicht verbunden werden.","109",NA
"Ähnlich wie heute im Vertrag über die Europäische Union (EUV) in Art. 50 vorgesehen, behält sich jeder Staat ein Austrittsrecht vor.","110",NA
"Sofern eine solche Konzeption mit den derzeitigen Partnern der EU nicht einvernehmlich auszuhandeln ist, ist Deutschland gezwungen, dem Beispiel Großbritanniens zu folgen und aus der bestehenden EU auszutreten.","110",NA
"Die Schaffung neuer überstaatlicher Vereinbarungen bleibt vorbehalten und wird aufgrund nationalstaatlicher Souveränität erst ermöglicht.","107",NA
"1.3 Das Volk muss wieder zum Souverän werden","H",NA
"Heimlicher Souverän in Deutschland ist eine kleine, machtvolle politische Oligarchie, die sich in den bestehenden politischen Parteien ausgebildet hat.","304",NA
"Sie hat die Fehlentwicklungen der letzten Jahrzehnte zu verantworten.","305.5",NA
"Es hat sich eine politische Klasse herausgebildet, deren vordringliches Interesse ihrer Macht, ihrem Status und ihrem materiellen Wohlergehen gilt.","304",NA
"Diese Oligarchie hat die Schalthebel der staatlichen Macht, der politischen Bildung und des informationellen und medialen Einflusses auf die Bevölkerung in Händen.","304",NA
"Die stetigen Verletzungen der Prinzipien der deutschen Staatlichkeit gipfeln in der Flüchtlingspolitik der Bundesregierung von CDU/CSU und SPD.","305.5",NA
"Die Volksvertreter haben sich den grundgesetzlich garantierten Parlamentsvorbehalt für alle wichtigen Entscheidungen im Staat nehmen lassen","202.4",NA
"und die über ihre Köpfe hinweg getroffenen rechts- und verfassungswidrigen Entscheidungen zur Zuwanderung klaglos hingenommen.","203",NA
"Nur das Staatsvolk der Bundesrepublik Deutschland kann durch das Mittel der unmittelbaren Demokratie diesen illegalen Zustand beenden.","202.4",NA
"1.4 Volksabstimmungen nach Schweizer Vorbild","H",NA
"Wir wollen dem Volk das Recht geben, den Abgeordneten auf die Finger zu schauen und vom Parlament beschlossene Gesetze zu ändern oder abzulehnen.","202.4",NA
"Dies würde in kürzester Zeit die Flut der oftmals unsinnigen Gesetzesvorlagen nachhaltig eindämmen und die Parlamente zu sorgfältigerer Arbeit zwingen.","202.4",NA
"Ein mäßigender Einfluss auf Beschlüsse der Abgeordneten in eigener Sache – etwa Diäten-, Fraktions- und Parteienfinanzierung und die Finanzierung von „parteinahen“ Stiftungen – wäre dadurch gewährleistet.","202.4",NA
"Das Volk soll auch die Möglichkeit erhalten, eigene Gesetzesinitiativen einzubringen und per Volksabstimmung zu beschließen.","202.4",NA
"Die AfD fordert Volksentscheide nach Schweizer Vorbild auch für Deutschland.","202.4",NA
"Ohne Zustimmung des Volkes darf das Grundgesetz nicht geändert und kein bedeutsamer völkerrechtlicher Vertrag geschlossen werden.","202.4",NA
"Die deutschen Bürger sind der Zahlmeister Europas.","110",NA
"Entgegen aller früheren Beteuerungen haften wir für die jährlich wachsenden Schulden anderer EU-Länder.","110",NA
"Dies ist ein schicksalhafter politischer Wortbruch, der die heute lebenden Bürger und mehrere nachfolgende Generationen in große Existenznot bringen wird.","110",NA
"Das deutsche Volk soll deshalb nach dem britischen Vorbild über den Verbleib Deutschlands in der Eurozone und gegebenenfalls der EU abstimmen!","202.4",NA
"Im Gegensatz zur CDU und ihrer Kanzlerin halten wir das deutsche Volk für ebenso mündig wie das der Schweizer, der Briten, der Franzosen, der Italiener und der Niederländer.","202.4",NA
"Entgegen anderslautender Behauptungen entscheiden Bürger in Schicksalsfragen der Nation weitsichtiger und gemeinwohlorientierter als macht- und interessengeleitete Berufspolitiker.","202.4",NA
"Das ist die Lehre aus der Wiedervereinigung, aus der Ablehnung des „EU-Verfassungsvertrags“ durch das französische und das niederländische Volk und der Entscheidung der Engländer, aus der Lissabon-Union auszutreten.","202.4",NA
"Wir sind der Auffassung, dass die vielfältigen politischen Probleme Deutschlands mutiger Weichenstellungen bedürfen.","202.4",NA
"Nach unserer Überzeugung können die fundamentalen Krisen von Währung, Energieversorgung und Migration sowie die Konfrontation mit dem Islam alleine weder von der Regierung noch vom Bundestag tragfähig bewältigt werden.","202.4",NA
"Ohne eine unmittelbare Mitbestimmung der Bürger kann und darf dies auch nicht geschehen.","202.4",NA
"Die Einführung von Volksabstimmungen nach Schweizer Modell ist für die AfD deshalb nicht verhandelbarer Inhalt jeglicher Koalitionsvereinbarungen.","202.4",NA
"1.5 Die Gewaltenteilung gewährleisten","H",NA
"Zahlreiche Gesetze haben die Gewaltenteilung in Deutschland über die Jahre erodieren lassen","202.1",NA
"und zu einer überbordenden Staatsgewalt geführt:","201.1",NA
"Ehemalige Politiker auf Richterstühlen, Abgeordnete die zugleich Kanzler, Ministerpräsident oder Minister sind und sich insoweit selbst kontrollieren, sowie parteipolitische Netzwerke, die durch verbotene Ämterpatronage entstehen, können nicht länger toleriert werden.","304",NA
"Die Justiz muss entpolitisiert werden.","202.1",NA
"1.6 Trennung von Amt und Mandat und Kampf der Ämterpatronage","H",NA
"Kanzler, Ministerpräsidenten, Minister und parlamentarische Staatssekretäre dürfen nicht mehr zugleich Abgeordnete sein.","304",NA
"Die Funktionen von „politischen Beamten“ in der Staatsverwaltung wollen wir abschaffen von Ministerialdirektoren bis zu Polizeipräsidenten.","304",NA
"Die Mitarbeiter der öffentlichen Verwaltung haben unabhängig und loyal zu sein.","304",NA
"Beamten- und Richterstellen sind ausschließlich nach Qualifikation und fachlicher Leistung zu besetzen (Art. 33 Abs. 2 GG).","304",NA
"Die „Parteibuchwirtschaft“ muss beendet werden.","304",NA
"Ämterpatronage ist unter Strafe zu stellen.","304",NA
"1.7 Macht der Parteien beschränken","H",NA
"Parteien sollen am politischen System mitwirken (Art. 21 Abs. 1 GG), es aber nicht beherrschen.","304",NA
"Die Allmacht der Parteien und deren Ausbeutung des Staates gefährden unsere Demokratie.","304",NA
"Diese Allmacht ist auch Ursache der verbreiteten Politikverdrossenheit und der freiheitsbeschränkenden „politischen Korrektheit“ sowie des Meinungsdiktats in allen öffentlichen Diskursen.","201.1",NA
"Die Loyalität der Abgeordneten gilt eher den Parteivorständen als den Bürgern, in deren Auftrag sie in erster Linie zu handeln haben.","304",NA
"1.8 Direktwahl des Bundespräsidenten","H",NA
"Derzeit wird der Bundespräsident in der Bundesversammlung vorgeschlagen und gewählt.","202.4",NA
"Die Auswahl des Kandidaten findet hinter verschlossenen Türen durch Absprachen der Parteien statt.","202.4",NA
"Diese Kungelei beschädigt die Würde des Amtes und schmälert die Akzeptanz des Staatsoberhaupts durch das Volk.","202.4",NA
"Wir wollen den Bundespräsidenten deshalb direkt durch das Volk wählen lassen.","202.4",NA
"Dafür ist der Art. 54 des Grundgesetzes entsprechend zu ändern.","202.4",NA
"1.9 Parteienfinanzierung dem Verfassungsrecht anpassen","H",NA
"Mit der Parteienfinanzierung haben sich die etablierten Parteien ab 1954 eine ständig wachsende Finanzausstattung verschafft.","304",NA
"Die „staatliche Teilfinanzierung“ in Höhe von jährlich ca. 160 Millionen Euro wird durch eine verdeckte Parteienfinanzierung von mittlerweile über 600 Millionen Euro bei weitem übertroffen.","304",NA
"So halten wir zum Beispiel die für jeden Bundestagsabgeordneten zur Verfügung stehende „Mitarbeiterpauschale“ von 20.000 Euro monatlich für deutlich überhöht.","304",NA
"Hier wird keine wissenschaftliche Beratung geleistet, sondern eine Armee von Parteisoldaten bezahlt.","304",NA
"Die AfD will die staatliche Parteienfinanzierung neu regeln und deutlich reduzieren.","304",NA
"Alle Mittel der Parteienfinanzierung sollen entgegen derzeitiger Praxis der unbeschränkten Kontrolle der Rechnungshöfe unterliegen.","304",NA
"Unabdingbar ist auch eine restriktive und Korruption vermeidende Neuordnung der Spendenregelungen.","304",NA
"Ferner soll den deutschen Parteien endlich die Beteiligung an Unternehmen, insbesondere Medienunternehmen, sowie die Annahme von Firmenspenden verboten werden.","304",NA
"1.10 Freie Listenwahl und freies Mandat","H",NA
"Die politische Klasse Deutschlands hat das Wahlrecht und die Wahlverfahren im Lauf der Zeit immer perfekter ausgenutzt und angepasst,","304",NA
"um den Einfluss des Volkes auf die Bewerberauswahl zu minimieren.","202.4",NA
"Dem Wähler werden starre Wahllisten der Parteien zum Ankreuzen vorgelegt.","202.4",NA
"Über die „sicheren Listenplätze“ bestimmen die Parteivorstände de facto die Zusammensetzung des Parlaments.","202.4",NA
"Mit einer demokratischen Gestaltung des Wahlsystems will die AfD dem Wähler die Entscheidung über die personelle Zusammensetzung der Parlamente zurückgeben.","202.4",NA
