"text","cmp_code","eu_code"
"Es ist Zeit für mehr Gerechtigkeit!","H",NA
"2017 ist ein entscheidendes Jahr.","000",NA
"Die SPD tritt an, um mit Martin Schulz als Bundeskanzler die Weichen für die Zukunft Deutschlands und Europas zu stellen.","305.1",NA
"Die Wahlen in diesem Jahr sind grundsätzliche Entscheidungen darüber, in welcher Gesellschaft wir leben wollen.","000",NA
"Werte, die als selbstverständlich galten, stehen auf dem Spiel.","503",NA
"Für diese Werte kämpfen wir, wie wir es in unserer langen Geschichte immer getan haben.","503",NA
"Für eine Gesellschaft, die jedem Menschen respektvoll und mit Würde begegnet.","503",NA
"Unabhängig von Geschlecht, Herkunft, sexueller Identität, Religion.","503",NA
"Unabhängig davon, ob jemand eine Behinderung hat, krank oder pflegebedürftig ist.","503",NA
"Unabhängig von Beschäftigung und Lebensgrundlage.","503",NA
"Wir kämpfen für die Freiheit, seine Meinung sagen und veröffentlichen zu können.","202.1",NA
"Für eine freie Presse und eine unabhängige Justiz.","202.1",NA
"Wenn wir uns umschauen in Europa und der Welt, sehen wir diese Werte in Gefahr.","202.1",NA
"Für diese Werte einzustehen, war der Ursprung der Sozialdemokratie.","202.1",NA
"Dafür stehen wir – damals wie heute.","202.1",NA
"Unser Land ist heute demokratischer, offener, moderner und freier als jemals zuvor.","202.1",NA
"Hier leben engagierte Menschen in ihren Familien, mit Freunden und Nachbarn.","606.1",NA
"Hier arbeiten motivierte Arbeitnehmerinnen und Arbeitnehmer, ebenso wie selbstbewusste Gewerkschaften und erfolgreiche Unternehmen in einer starken sozialen Marktwirtschaft zusammen.","405",NA
"Wir sind stolz auf unseren demokratischen Rechtsstaat, der die Würde des Menschen an erste Stelle setzt.","601.1",NA
"Unser kulturelles Leben ist einzigartig.","601.1",NA
"Ebenso wie unsere Zivilgesellschaft mit ihren vielen unterschiedlichen Vereinen, Verbänden und Initiativen, den Wohlfahrtsverbänden, Kirchen und Religionsgemeinschaften, in denen sich Millionen Menschen ehrenamtlich engagieren.","606.1",NA
"Viele sagen, dass es ihnen eigentlich gut geht.","601.1",NA
"Aber sie spüren auch, dass es in unserer Gesellschaft nicht überall gerecht zugeht.","503",NA
"Sie berichten von ihren Schwierigkeiten, den Hoffnungen ihrer Eltern und Zielen ihrer Kinder.","503",NA
"Alle eint der Wunsch nach einer gerechten Gesellschaft,","503",NA
"die zusammenhält.","606.1",NA
"Es ist der Wunsch nach einem Land, in dem wir füreinander da sind und uns gegenseitig mit Respekt begegnen.","606.1",NA
"Mehr Gerechtigkeit und Respekt vor der Lebensleistung aller Menschen stärken unsere Demokratie.","503",NA
"Dazu gehört, dass in unserem Land der gesellschaftliche Zusammenhalt wieder stärker wird und der anständige Umgang miteinander nicht durch die politische Radikalisierung verloren geht.","606.1",NA
"Wir wollen, dass die Menschen in Deutschland sicher leben können.","605.1",NA
"Gerechtigkeit ist die zentrale Voraussetzung für Zusammenhalt und Wohlstand.","503",NA
"Wir werden Einkommen und Chancen gerechter gestalten.","701",NA
"Gesellschaften, die zusammenhalten und sozial gerecht sind, können Probleme besser meistern.","503",NA
"Gerechte Gesellschaften sind wirtschaftlich erfolgreicher und innovativer.","503",NA
