"text","cmp_code","eu_code"
"Die Zukunft, für die wir kämpfen: SOZIAL. GERECHT. FRIEDEN. FÜR ALLE.","H",NA
"Einführung","H",NA
"Es liegt an uns allen.","606.1",NA
"Wir können das Land verändern.","606.1",NA
"Wir können die Zukunft für die Menschen gerechter und besser machen.","503",NA
"Ein gutes Leben für alle wäre längst möglich.","503",NA
"Der Reichtum wächst jeden Tag, aber er kommt nur Wenigen zugute.","503",NA
"Die Welt ist aus den Fugen, es liegt an uns, sie neu zu gestalten.","503",NA
"Die Bundestagswahl kann eine Richtungsentscheidung werden: für ein sozialeres,","503",NA
"nachhaltigeres Land,","416.2",NA
"ein gerechtes Europa und eine friedlichere Welt.","106",NA
"Die Frage wird sein: Wollen wir den oberen Zehntausend in diesem Land mehr Macht und Einfluss geben und die Kluft zwischen Arm und Reich weiter vertiefen?","503",NA
"Oder wollen wir den Sozialstaat stärken,","504",NA
"das Klima retten,","501",NA
"neue und bessere Arbeit schaffen","701",NA
"und gerechter verteilen","503",NA
"und für sichere Renten und gute Löhne für alle Menschen kämpfen?","504",NA
"Wollen wir denjenigen Politikerinnen und Politikern vertrauen, die Ungleichheit von Einkommen und Vermögen verantworten und die Gesellschaft spalten?","305.1",NA
"Oder sind wir bereit, uns mit den Reichen und Mächtigen anzulegen?","606.1",NA
"Wollen wir Konkurrenzdruck, Angst und Verunsicherung nachgeben oder wollen wir stärker über unser Leben und unsere Gesellschaft selbst bestimmen?","606.1",NA
"Wie wir diese Fragen beantworten, wird über unsere Zukunft und unser Zusammenleben entscheiden.","606.1",NA
"DIE LINKE will eine Zukunft, für die es sich zu kämpfen lohnt: Wir wollen ein Land, in dem alle ihren gerechten Anteil an der Gesellschaft haben.","503",NA
"In dem das Leben für die Menschen wieder planbar ist.","504",NA
"Wir wollen, dass alle Menschen frei von Armut sind und keine Angst vor sozialem Absturz haben.","504",NA
"Wir wollen, dass Menschen mit niedrigen und mittleren Einkommen besser gestellt werden.","503",NA
"Wir wollen ein Land, in dem Reichtum das ist, was allen gehört: öffentliche Bildung, Gesundheit, saubere Umwelt, Kultur.","503",NA
"In dem Wohnen für alle bezahlbar ist.","503",NA
"In dem Natur und Klima geschützt","501",NA
"und unsere Ressourcen nicht verschwendet werden.","416.2",NA
"Wir wollen ein Land, in dem alle Menschen gleichberechtigt zusammenleben","202.1",NA
"und an den demokratischen Entscheidungen beteiligt sind – unabhängig von ihren individuellen Fähigkeiten, ihrer körperlichen Verfassung, ihrer Herkunft und sozialen Stellung, ihres Geschlechts, Alters oder ihrer sexuellen Orientierung.","503",NA
"Eine inklusive Gesellschaft, in der niemand ausgegrenzt wird.","503",NA
"Dafür treten wir an.","503",NA
"Gegen den Hass, die Abschottung und die Vorurteile der Rechten.","202.1",NA
"Gegen Aufrüstung und Auslandseinsätze der Bundeswehr.","105",NA
"Für soziale Gerechtigkeit","503",NA
"und Frieden","106",NA
"und einen Aufbruch der Demokratie.","202.1",NA
"Wir kämpfen für eine Gerechtigkeitswende.","503",NA
"Die gibt es nicht zum Nulltarif, nicht für warme Worte und nicht ohne Konflikt mit Konzernen, Superreichen und ihren politischen Verbündeten.","503",NA
"Der Einfluss der Reichsten in Staat, Wirtschaft und Gesellschaft ist groß: Wer hat, dem wird gegeben.","503",NA
"Ihre Interessen und ihre Macht reichen um den Globus, befördern Freihandel, Umweltzerstörung und Konkurrenz und Kriege, die zu Flucht und Vertreibung führen.","503",NA
"Große Konzerne beherrschen zunehmend das Internet.","503",NA
"Der Zugang zu guter Bildung und Arbeit bleibt Vielen verschlossen.","503",NA
"Die Kluft zwischen starken und schwachen Regionen, reichen und armen Stadtvierteln vergrößert sich.","503",NA
"Deutschland ist das wirtschaftlich stärkste Land in Europa.","410",NA
"Die Einkommen aus Unternehmen und Vermögen sind seit Anfang des Jahrtausends um rund 30 Prozent gestiegen, die Nettoeinkommen der Beschäftigten im Schnitt um drei Prozent.","410",NA
"Die Ungleichheit wird immer wieder hergestellt.","503",NA
"Wirtschaftliche Macht übersetzt sich in politische Macht.","503",NA
"Die Bundesregierung hat daran nichts geändert und es auch nicht versucht.","305.1",NA
"Im Mittelpunkt des deutschen »Wirtschaftserfolges« stehen gesteigerte Produktivität – durch mehr Druck auf die Beschäftigten und mehr Automatisierung – und prekäre, schlecht entlohnte Dienstleistungen.","701",NA
"Für die, die den Reichtum erarbeiten, bedeutet das: Sie haben davon nur mehr Druck, mehr Stress, mehr Erschöpfung, weniger Lohn.","701",NA
"Im ganzen Land existieren Regionen, in denen es kaum Aussichten auf eine gute Zukunft gibt.","701",NA
"Immer noch sind in den ostdeutschen Bundesländern die Löhne und Alterseinkommen niedriger, und es gibt dort mehr Armut.","301",NA
"Wenn sich die Politik daran bindet, die Bedingungen für das Kapital möglichst günstig einzurichten, führt das zu immer neuen Krisen: wirtschaftlichen, ökologischen und sozialen.","503",NA
"Nicht erst seit 1989 sind viele Kriege um eine neue Ordnung der Welt, die Öffnung von Märkten und Zugang zu Ressourcen für den Freihandel geführt worden.","412",NA
"Die soziale Ungerechtigkeit ist eines der größten Probleme unserer Zeit.","503",NA
"Sie befördert die Ausbeutung","503",NA
"und globale Umweltzerstörung, sie schafft Leid und Zerstörung.","503",NA
"Sie befeuert Ausbeutung","503",NA
"und Umweltzerstörung.","503",NA
"Sie zerstört die Demokratie.","503",NA
"Sie schafft Leid.","503",NA
