"text","cmp_code","eu_code"
"wir wenden uns mit diesem Programm an Sie.","305",NA
"Wir wollen Sie bei der Bundestagswahl am 22. September für eine andere, für eine bessere Politik gewinnen.","305",NA
"Wir wenden uns mit unserem Programm an alle, die meinen, dass wir in unserer Gesellschaft jetzt einiges verändern müssen, um eine gute, eine sichere Zukunft zu schaffen.","305",NA
"Wenn wir die Klimakatastrophe so weit wie möglich aufhalten und die Energiewende verwirklichen,","501",NA
"wenn wir morgen in einer gerechten und modernen Gesellschaft leben wollen, dann können wir nicht abwarten – wir müssen heute politisch handeln.","503",NA
"Wir GRÜNE haben immer versucht, Politik zu machen, die über den Tag hinausdenkt, seit der Gründung der GRÜNEN in der Bundesrepublik im Jahr 1980 und im Osten seit 1989/90 als Grüne Partei in der DDR und als Bündnis 90.","305",NA
"Dabei waren wir mutig und ehrgeizig und manchmal haben wir uns dabei auch geirrt.","305",NA
"Aber aus unseren Irrtümern haben wir gelernt, unser Ehrgeiz hat uns stark gemacht und mit unserem Mut haben wir die Gesellschaft vorangebracht.","305",NA
"Wir wollten aus der Atomkraft aussteigen, als noch alle Mächtigen Atomfans waren.","501",NA
"Wir haben für biologische Lebensmittel gekämpft, als noch kein Großhändler auch nur daran dachte, diese Produkte zu verkaufen.","501",NA
"Wir waren FeministInnen, wir haben die Quote gelebt, während überwiegend Männerbünde regierten, die Frauen lieber am Herd sahen.","503",NA
"Wir kämpften an der Seite von Lesben, Schwulen, trans- und intersexuellen Menschen, als diese sozial vielfach geächtet wurden.","503",NA
"Wir waren in Ost und West Kriegsdienstverweigerer und Friedensbewegte, als Kalter Krieg und atomares Wettrüsten als politische Notwendigkeit galten.","106",NA
"Wir zeigten bereits Verantwortung für die Eine Welt, als der Mainstream noch zwischen drei Welten unterschied und nur das nationale Wohl zählte.","107",NA
"Wir laden Sie auch heute ein, mit uns über den Tag hinauszudenken – mit uns zu diskutieren, was sich ändern muss und wo es hingehen soll.","305",NA
"Deutschland hat auf dem Weg zu einer grüneren Wirtschaft","416",NA
"und einer offeneren Gesellschaft einiges erreicht, aber in vielerlei Hinsicht haben wir gerade erst angefangen.","503",NA
"1. Es ist an der Zeit, den grünen Wandel entschlossen voranzutreiben",NA,NA
"Wir müssen heute etwas ändern, damit auch die kommenden Generationen frei entscheiden können, wie sie leben wollen.","416",NA
"Wir wollen heute etwas ändern, um zu einer Wirtschaftsweise zu kommen, die allen nutzt und nicht nur wenigen","503",NA
"– die auf Erneuerbare Energien gebaut ist statt auf Öl, Kohle, Atom und Gas,","501",NA
"die unsere Umwelt schützt, statt sie zu zerstören.","501",NA
"Wir müssen dringend etwas ändern, um das Auseinanderfallen unserer Gesellschaft in drinnen und draußen, in arm und reich, oben und unten zu stoppen.","606",NA
"Und wir wollen heute etwas ändern, damit wir morgen endlich in einer vielfältigen Gesellschaft leben, in der Kinder, Frauen und Männer, Menschen verschiedener sexueller Identität, verschiedener Religionen, aus unterschiedlichen Kulturen oder unterschiedlicher Herkunft endlich gleichberechtigt leben können und gleiche Möglichkeiten haben.","503",NA
"Wir wollen alle von der Notwendigkeit des Wandels überzeugen.","305",NA
"Lobbyismus und Klientelinteressen werden wir entschieden entgegentreten und sie in die Schranken weisen.","202",NA
"Auch das ist die Aufgabe demokratischer Politik.","202",NA
"Politik braucht Ideale, braucht Grundsätze und Werte, eine nachvollziehbare Richtung – doch genau das vermissen wir und viele andere bei dieser schwarz-gelben Regierung.","603",NA
"Ohne Kompass gibt es keine Orientierung, sind politische Schritte nur noch von tagespolitischen Bedürfnissen und Machtinteressen abhängig.","603",NA
"Wir wenden uns mit diesem Programm an alle IdealistInnen, denn auch wir glauben: Eine bessere Gesellschaft ist möglich.","305",NA
"Wir wenden uns mit diesem Programm an alle RealistInnen, denn auch wir wissen, dass die besten Ideale wenig wert sind, wenn wir nicht nach machbaren Vorschlägen suchen, sie zu verwirklichen.","305",NA
"Wir legen in unserem Programm dar, welche Ideen, welche Grundsätze und Werte grüne Politik anleiten – und machen deutlich, wie wir diese Werte in konkrete Politik übersetzen.","305",NA
"2. Warum wir den grünen Wandel brauchen",NA,NA
"Die wirtschaftliche Lage ist in Deutschland auf den ersten Blick gut.","408",NA
"Unser Land hat viele beeindruckende, technologisch starke Unternehmen, gut ausgebildete Beschäftigte und viele kreative Köpfe.","601",NA
"Sie haben Deutschland, vor allem über den Exporterfolg, besser als viele andere Staaten durch die Finanz- und Wirtschaftskrise gebracht.","408",NA
"Allein dieser ökonomische Erfolg ist nicht nachhaltig, weil unsere Wirtschaftsweise noch immer viel zu viel zur Zerstörung der natürlichen Lebensgrundlagen beiträgt.","416",NA
"Die Produktion unseres Essens, unserer Handys, Autos, Kleider oder Möbel ist noch immer mit immensen Emissionen und Ressourcenverbrauch verbunden.","416",NA
"Das Erdklima heizt sich weiter ungebremst auf.","501",NA
"Das wird von niemandem mehr ernsthaft bestritten.","501",NA
"Die Folgen der Klimakatastrophe haben uns zum Teil schon jetzt erreicht, nicht nur in Australien und am Nordpol.","501",NA
"Schon jetzt nehmen Dürren, Stürme, extreme Hitze- und Kälteperioden zu, schon jetzt flüchten jährlich weltweit Millionen von Menschen vor den Auswirkungen der Klimakatastrophe.","501",NA
